Imagen,Texto Detectado,Texto Esperado,Tiempo (s),Precisión (%),Resultado
"dataset/1755809021_0.9_(53, 108, 3)_Z40-588.jpg",740-588,Z40-588,0.0558,0.0,❌ Incorrecto
"dataset/1755809037_0.9_(61, 113, 3)_Z2N-738.jpg",,Z2N-738,0.0511,0.0,❌ Incorrecto
"dataset/1755809250_0.9_(51, 99, 3)_S1B-772.jpg",,S1B-772,0.0523,0.0,❌ Incorrecto
"dataset/1755809492_0.9_(38, 97, 3)_S1B-772.jpg",,S1B-772,0.0526,0.0,❌ Incorrecto
"dataset/1755809743_0.9_(47, 93, 3)_Z11-272.jpg",,Z11-272,0.0534,0.0,❌ Incorrecto
"dataset/1755809784_0.91_(49, 100, 3)_Z7B-669.jpg",,Z7B-669,0.0525,0.0,❌ Incorrecto
"dataset/1755809796_0.91_(121, 126, 3)_Z1J-781.jpg",W,Z1J-781,0.0548,0.0,❌ Incorrecto
"dataset/1755809798_0.91_(46, 99, 3)_BXU-498.jpg",BXU-498,BXU-498,0.0555,100.0,✅ Correcto
"dataset/1755810071_0.9_(47, 99, 3)_F1N-370.jpg",FAN-370,F1N-370,0.0543,0.0,❌ Incorrecto
"dataset/1755810077_0.9_(46, 97, 3)_Z6V-660.jpg",768-660,Z6V-660,0.0537,0.0,❌ Incorrecto
"dataset/1755810245_0.9_(48, 95, 3)_BJU-400.jpg",80-400,BJU-400,0.0535,0.0,❌ Incorrecto
"dataset/1755810246_0.9_(52, 98, 3)_BJL-400.jpg",,BJL-400,0.0512,0.0,❌ Incorrecto
"dataset/1755810458_0.91_(50, 91, 3)_A2H-716.jpg",74-110,A2H-716,0.0551,0.0,❌ Incorrecto
"dataset/1755810751_0.91_(42, 93, 3)_BKQ-659.jpg",,BKQ-659,0.0525,0.0,❌ Incorrecto
"dataset/1755810833_0.9_(40, 90, 3)_Z5D-490.jpg",,Z5D-490,0.0527,0.0,❌ Incorrecto
"dataset/1755810848_0.9_(64, 109, 3)_AJV-939.jpg",,AJV-939,0.0559,0.0,❌ Incorrecto
"dataset/1755810946_0.91_(51, 99, 3)_Z5H-549.jpg",,Z5H-549,0.0527,0.0,❌ Incorrecto
"dataset/1755811078_0.9_(49, 99, 3)_D1I-153.jpg",,D1I-153,0.0525,0.0,❌ Incorrecto
"dataset/1755811276_0.91_(45, 97, 3)_Z1H-700.jpg",718-700,Z1H-700,0.0551,0.0,❌ Incorrecto
"dataset/1755811522_0.9_(46, 93, 3)_Z5D-172.jpg",,Z5D-172,0.0519,0.0,❌ Incorrecto
"dataset/1755811526_0.91_(45, 93, 3)_Z1H-700.jpg",714-700,Z1H-700,0.0564,0.0,❌ Incorrecto
"dataset/1755812430_0.9_(63, 118, 3)_B3W-759.jpg",,B3W-759,0.0513,0.0,❌ Incorrecto
"dataset/1755812435_0.9_(56, 114, 3)_ASD-757.jpg",,ASD-757,0.0529,0.0,❌ Incorrecto
"dataset/1755812550_0.91_(55, 108, 3)_Z2Q-310.jpg",229-310,Z2Q-310,0.0527,0.0,❌ Incorrecto
"dataset/1755812560_0.9_(47, 95, 3)_F9L-089.jpg",,F9L-089,0.0520,0.0,❌ Incorrecto
"dataset/1755812695_0.9_(48, 96, 3)_D9E-887.jpg",,D9E-887,0.0513,0.0,❌ Incorrecto
"dataset/1755813815_0.9_(44, 89, 3)_A1X-403.jpg",,A1X-403,0.0508,0.0,❌ Incorrecto
"dataset/1755819341_0.9_(51, 109, 3)_D2E-683.jpg",,D2E-683,0.0512,0.0,❌ Incorrecto
"dataset/1755819352_0.91_(49, 108, 3)_D2E-683.jpg",,D2E-683,0.0553,0.0,❌ Incorrecto
"dataset/1755862816_0.9_(48, 104, 3)_Z3V-720.jpg",,Z3V-720,0.0522,0.0,❌ Incorrecto
"dataset/1755862951_0.9_(43, 96, 3)_A5K-770.jpg",115K-770,A5K-770,0.0605,0.0,❌ Incorrecto
"dataset/1755863223_0.9_(45, 94, 3)_BBP-662.jpg",PAP-662,BBP-662,0.0561,0.0,❌ Incorrecto
"dataset/1755863519_0.9_(46, 102, 3)_AOT-720.jpg",101-720,AOT-720,0.0550,0.0,❌ Incorrecto
"dataset/1755863582_0.9_(50, 94, 3)_Z1D-784.jpg",,Z1D-784,0.0529,0.0,❌ Incorrecto
"dataset/1755863701_0.91_(55, 111, 3)_Z1J-781.jpg",,Z1J-781,0.0540,0.0,❌ Incorrecto
"dataset/1755863861_0.9_(50, 98, 3)_X2Z-199.jpg",,X2Z-199,0.0573,0.0,❌ Incorrecto
"dataset/1755863881_0.9_(50, 100, 3)_X3J-746.jpg",N3J-146,X3J-746,0.0567,0.0,❌ Incorrecto
"dataset/1755863927_0.91_(46, 96, 3)_71H-700.jpg",714-700,71H-700,0.0535,0.0,❌ Incorrecto
"dataset/1755863928_0.91_(47, 99, 3)_Z1H-700.jpg",714-700,Z1H-700,0.0552,0.0,❌ Incorrecto
"dataset/1755864056_0.9_(44, 94, 3)_BUX-273.jpg",,BUX-273,0.0558,0.0,❌ Incorrecto
"dataset/1755864122_0.9_(46, 92, 3)_77U-013.jpg",,77U-013,0.0544,0.0,❌ Incorrecto
"dataset/1755864123_0.9_(53, 104, 3)_Z7U-013.jpg",,Z7U-013,0.0530,0.0,❌ Incorrecto
"dataset/1755864190_0.9_(47, 98, 3)_Z5V-823.jpg",,Z5V-823,0.0507,0.0,❌ Incorrecto
"dataset/1755864196_0.9_(51, 99, 3)_X4L-304.jpg",,X4L-304,0.0520,0.0,❌ Incorrecto
"dataset/1755864262_0.91_(57, 109, 3)_Z7S-597.jpg",275597,Z7S-597,0.0574,0.0,❌ Incorrecto
"dataset/1755864280_0.91_(47, 95, 3)_Z5Y-572.jpg",,Z5Y-572,0.0508,0.0,❌ Incorrecto
"dataset/1755864463_0.91_(49, 99, 3)_Z6K-411.jpg",,Z6K-411,0.0536,0.0,❌ Incorrecto
"dataset/1755864488_0.9_(57, 104, 3)_Z8C-206.jpg",,Z8C-206,0.0507,0.0,❌ Incorrecto
"dataset/1755864599_0.9_(58, 110, 3)_V7B-442.jpg",,V7B-442,0.0535,0.0,❌ Incorrecto
"dataset/1755864637_0.91_(48, 94, 3)_81B-734.jpg",,81B-734,0.0537,0.0,❌ Incorrecto
"dataset/1755864638_0.91_(60, 109, 3)_B18-734.jpg",,B18-734,0.0537,0.0,❌ Incorrecto
"dataset/1755864638_0.9_(57, 101, 3)_B1B-734.jpg",,B1B-734,0.0551,0.0,❌ Incorrecto
"dataset/1755864701_0.9_(53, 106, 3)_V4R-602.jpg",,V4R-602,0.0519,0.0,❌ Incorrecto
"dataset/1755864720_0.9_(47, 94, 3)_Z6A-087.jpg",764-097,Z6A-087,0.0548,0.0,❌ Incorrecto
"dataset/1755865999_0.9_(52, 101, 3)_Z7U-013.jpg",,Z7U-013,0.0513,0.0,❌ Incorrecto
"dataset/1755866023_0.9_(48, 103, 3)_Z7X-877.jpg",Z7K-877,Z7X-877,0.0531,0.0,❌ Incorrecto
"dataset/1755866028_0.9_(47, 96, 3)_Z3P-398.jpg",,Z3P-398,0.0524,0.0,❌ Incorrecto
"dataset/1755866032_0.91_(52, 108, 3)_Z6X-220.jpg",,Z6X-220,0.0508,0.0,❌ Incorrecto
"dataset/1755866167_0.9_(49, 100, 3)_Z2M-424.jpg",,Z2M-424,0.0519,0.0,❌ Incorrecto
"dataset/1755866170_0.9_(46, 92, 3)_BHP-297.jpg",,BHP-297,0.0536,0.0,❌ Incorrecto
"dataset/1755866191_0.9_(48, 98, 3)_BKQ-659.jpg",,BKQ-659,0.0570,0.0,❌ Incorrecto
"dataset/1755866271_0.9_(45, 98, 3)_Z3P-791.jpg",,Z3P-791,0.0514,0.0,❌ Incorrecto
"dataset/1755866274_0.9_(52, 105, 3)_Z5U-453.jpg",L5U-,Z5U-453,0.0537,0.0,❌ Incorrecto
"dataset/1755866275_0.9_(66, 112, 3)_Z5L-453.jpg",,Z5L-453,0.0514,0.0,❌ Incorrecto
"dataset/1755866307_0.91_(48, 96, 3)_Z50-343.jpg",,Z50-343,0.0509,0.0,❌ Incorrecto
"dataset/1755866307_0.91_(56, 105, 3)_750-343.jpg",,750-343,0.0511,0.0,❌ Incorrecto
"dataset/1755866333_0.9_(56, 104, 3)_APH-716.jpg",,APH-716,0.0539,0.0,❌ Incorrecto
"dataset/1755866336_0.91_(46, 98, 3)_V8V-084.jpg",8V-084,V8V-084,0.0586,0.0,❌ Incorrecto
"dataset/1755866431_0.91_(53, 107, 3)_COG-679.jpg",C06-679,COG-679,0.0573,0.0,❌ Incorrecto
"dataset/1755866477_0.9_(50, 100, 3)_APF-394.jpg",,APF-394,0.0555,0.0,❌ Incorrecto
"dataset/1755866484_0.9_(50, 104, 3)_Z3T-663.jpg",,Z3T-663,0.0551,0.0,❌ Incorrecto
"dataset/1755866521_0.92_(46, 94, 3)_75C-592.jpg",,75C-592,0.0549,0.0,❌ Incorrecto
"dataset/1755866566_0.9_(64, 110, 3)_Y3F-143.jpg",14,Y3F-143,0.0547,0.0,❌ Incorrecto
"dataset/1755866603_0.9_(46, 95, 3)_X1J-790.jpg",,X1J-790,0.0529,0.0,❌ Incorrecto
"dataset/1755866681_0.91_(48, 93, 3)_Z3P-326.jpg",,Z3P-326,0.0564,0.0,❌ Incorrecto
"dataset/1755866685_0.9_(48, 96, 3)_Z6F-642.jpg",,Z6F-642,0.0535,0.0,❌ Incorrecto
"dataset/1755866688_0.91_(55, 109, 3)_V6M-925.jpg",,V6M-925,0.0532,0.0,❌ Incorrecto
"dataset/1755866691_0.91_(42, 96, 3)_X5J-730.jpg",,X5J-730,0.0553,0.0,❌ Incorrecto
"dataset/1755866701_0.91_(51, 100, 3)_Z5D-490.jpg",,Z5D-490,0.0517,0.0,❌ Incorrecto
"dataset/1755866708_0.9_(47, 95, 3)_Z7T-469.jpg",771-469,Z7T-469,0.0572,0.0,❌ Incorrecto
"dataset/1755866735_0.9_(46, 95, 3)_Z5Q-767.jpg",,Z5Q-767,0.0537,0.0,❌ Incorrecto
"dataset/1755866769_0.9_(45, 97, 3)_Z7W-135.jpg",274-135,Z7W-135,0.0566,0.0,❌ Incorrecto
"dataset/1755866846_0.91_(61, 109, 3)_AMO-819.jpg",10-619,AMO-819,0.0536,0.0,❌ Incorrecto
"dataset/1755866848_0.9_(47, 97, 3)_VCA-701.jpg",14CA-701,VCA-701,0.0532,0.0,❌ Incorrecto
"dataset/1755866863_0.91_(48, 97, 3)_Z3E-444.jpg",,Z3E-444,0.0537,0.0,❌ Incorrecto
"dataset/1755866869_0.9_(49, 99, 3)_AUM-201.jpg",AUN-201,AUM-201,0.0541,0.0,❌ Incorrecto
"dataset/1755866962_0.9_(59, 110, 3)_B3W-759.jpg",,B3W-759,0.0504,0.0,❌ Incorrecto
"dataset/1755866976_0.9_(52, 108, 3)_B2U-796.jpg",,B2U-796,0.0530,0.0,❌ Incorrecto
"dataset/1755867013_0.9_(51, 99, 3)_BRV-568.jpg",,BRV-568,0.0517,0.0,❌ Incorrecto
"dataset/1755867016_0.9_(47, 100, 3)_VOX-966.jpg",Y0Y-966,VOX-966,0.0536,0.0,❌ Incorrecto
"dataset/1755867062_0.9_(58, 110, 3)_Z7W-006.jpg",,Z7W-006,0.0524,0.0,❌ Incorrecto
"dataset/1755867068_0.9_(46, 108, 3)_C8U-187.jpg",,C8U-187,0.0508,0.0,❌ Incorrecto
"dataset/1755867099_0.9_(52, 102, 3)_A5Z-645.jpg",,A5Z-645,0.0541,0.0,❌ Incorrecto
"dataset/1755867103_0.9_(45, 90, 3)_ERA-728.jpg",,ERA-728,0.0514,0.0,❌ Incorrecto
"dataset/1755867108_0.9_(46, 94, 3)_V9Q-064.jpg",190-064,V9Q-064,0.0545,0.0,❌ Incorrecto
"dataset/1755867109_0.9_(55, 105, 3)_19Q-064.jpg",,19Q-064,0.0521,0.0,❌ Incorrecto
"dataset/1755867134_0.9_(64, 108, 3)_ABA-734.jpg",18734,ABA-734,0.0544,0.0,❌ Incorrecto
"dataset/1755867157_0.9_(52, 103, 3)_Y3A-006.jpg",,Y3A-006,0.0525,0.0,❌ Incorrecto
"dataset/1755867182_0.9_(47, 92, 3)_Z6D-275.jpg",760-273,Z6D-275,0.0522,0.0,❌ Incorrecto
"dataset/1755867230_0.91_(55, 108, 3)_Z5F-631.jpg",,Z5F-631,0.0503,0.0,❌ Incorrecto
"dataset/1755867236_0.91_(49, 97, 3)_Z7C-220.jpg",,Z7C-220,0.0517,0.0,❌ Incorrecto
"dataset/1755867248_0.91_(109, 119, 3)_Z5J-714.jpg",51,Z5J-714,0.0534,0.0,❌ Incorrecto
"dataset/1755867315_0.91_(51, 98, 3)_F5H-768.jpg",,F5H-768,0.0503,0.0,❌ Incorrecto
"dataset/1755867382_0.9_(64, 116, 3)_BDM-402.jpg",,BDM-402,0.0511,0.0,❌ Incorrecto
"dataset/1755867393_0.9_(49, 95, 3)_VDY-836.jpg",,VDY-836,0.0525,0.0,❌ Incorrecto
"dataset/1755867401_0.9_(53, 103, 3)_BYW-137.jpg",,BYW-137,0.0587,0.0,❌ Incorrecto
"dataset/1755867409_0.91_(50, 96, 3)_Y2C-212.jpg",,Y2C-212,0.0530,0.0,❌ Incorrecto
"dataset/1755867414_0.91_(55, 107, 3)_X50-334.jpg",,X50-334,0.0529,0.0,❌ Incorrecto
"dataset/1755867417_0.91_(57, 112, 3)_Z4X-252.jpg",744-252,Z4X-252,0.0547,0.0,❌ Incorrecto
"dataset/1755867476_0.91_(47, 97, 3)_B71-205.jpg",,B71-205,0.0517,0.0,❌ Incorrecto
"dataset/1755867500_0.9_(48, 110, 3)_A8D-764.jpg",480-764,A8D-764,0.0523,0.0,❌ Incorrecto
"dataset/1755867507_0.9_(54, 108, 3)_BLK-359.jpg",,BLK-359,0.0529,0.0,❌ Incorrecto
"dataset/1755867579_0.9_(55, 111, 3)_Z5Z-557.jpg",,Z5Z-557,0.0524,0.0,❌ Incorrecto
"dataset/1755867603_0.9_(46, 108, 3)_A4M-799.jpg",144-799,A4M-799,0.0529,0.0,❌ Incorrecto
"dataset/1755867626_0.9_(51, 99, 3)_BEX-018.jpg",,BEX-018,0.0510,0.0,❌ Incorrecto
"dataset/1755867644_0.9_(51, 92, 3)_VDS-785.jpg",1UDS-783,VDS-785,0.0569,0.0,❌ Incorrecto
"dataset/1755867691_0.9_(66, 116, 3)_Z5X-789.jpg",751-789,Z5X-789,0.0546,0.0,❌ Incorrecto
"dataset/1755867708_0.91_(47, 94, 3)_Z3V-367.jpg",,Z3V-367,0.0508,0.0,❌ Incorrecto
"dataset/1755867716_0.9_(48, 95, 3)_Z4J-227.jpg",,Z4J-227,0.0531,0.0,❌ Incorrecto
"dataset/1755867723_0.91_(51, 100, 3)_BYU-726.jpg",,BYU-726,0.0522,0.0,❌ Incorrecto
"dataset/1755867725_0.91_(51, 109, 3)_V8J-173.jpg",,V8J-173,0.0516,0.0,❌ Incorrecto
"dataset/1755867745_0.91_(53, 101, 3)_Z6B-834.jpg",170P-834,Z6B-834,0.0538,0.0,❌ Incorrecto
"dataset/1755867762_0.9_(50, 102, 3)_Z3J-707.jpg",1733-70,Z3J-707,0.0568,0.0,❌ Incorrecto
"dataset/1755867772_0.9_(54, 102, 3)_S1B-772.jpg",,S1B-772,0.0551,0.0,❌ Incorrecto
"dataset/1755867776_0.9_(45, 95, 3)_750-460.jpg",,750-460,0.0514,0.0,❌ Incorrecto
"dataset/1755867780_0.9_(60, 111, 3)_Z6W-329.jpg",,Z6W-329,0.0512,0.0,❌ Incorrecto
"dataset/1755867790_0.9_(55, 104, 3)_V9K-468.jpg",,V9K-468,0.0532,0.0,❌ Incorrecto
"dataset/1755867797_0.9_(44, 90, 3)_D9Y-142.jpg",091-142,D9Y-142,0.0560,0.0,❌ Incorrecto
"dataset/1755867812_0.91_(54, 103, 3)_Y3T-626.jpg",,Y3T-626,0.0544,0.0,❌ Incorrecto
"dataset/1755867812_0.9_(57, 102, 3)_X3T-626.jpg",131-620,X3T-626,0.0564,0.0,❌ Incorrecto
"dataset/1755867815_0.9_(61, 111, 3)_Z5G-950.jpg",155990,Z5G-950,0.0552,0.0,❌ Incorrecto
"dataset/1755867825_0.91_(45, 104, 3)_FOY-519.jpg",EOY517,FOY-519,0.0583,0.0,❌ Incorrecto
"dataset/1755867829_0.91_(58, 113, 3)_F5P-410.jpg",,F5P-410,0.0541,0.0,❌ Incorrecto
"dataset/1755867847_0.9_(54, 106, 3)_X4H-195.jpg",44-193,X4H-195,0.0586,0.0,❌ Incorrecto
"dataset/1755867850_0.91_(52, 100, 3)_C2U-205.jpg",,C2U-205,0.0516,0.0,❌ Incorrecto
"dataset/1755867860_0.91_(49, 93, 3)_Z1S-762.jpg",,Z1S-762,0.0522,0.0,❌ Incorrecto
"dataset/1755867863_0.92_(120, 126, 3)_L1S-762.jpg",AT,L1S-762,0.0541,0.0,❌ Incorrecto
"dataset/1755867891_0.9_(50, 96, 3)_Z3C-048.jpg",,Z3C-048,0.0524,0.0,❌ Incorrecto
"dataset/1755867895_0.91_(48, 97, 3)_Z5L-154.jpg",,Z5L-154,0.0544,0.0,❌ Incorrecto
"dataset/1755867898_0.9_(58, 110, 3)_Z5Q-765.jpg",,Z5Q-765,0.0510,0.0,❌ Incorrecto
"dataset/1755867902_0.9_(50, 102, 3)_Z7U-115.jpg",,Z7U-115,0.0525,0.0,❌ Incorrecto
"dataset/1755867935_0.91_(57, 107, 3)_A80-757.jpg",,A80-757,0.0510,0.0,❌ Incorrecto
"dataset/1755867948_0.91_(58, 112, 3)_B3H-759.jpg",,B3H-759,0.0511,0.0,❌ Incorrecto
"dataset/1755867949_0.9_(62, 113, 3)_B3W-759.jpg",,B3W-759,0.0541,0.0,❌ Incorrecto
"dataset/1755867979_0.9_(49, 106, 3)_Z2P-096.jpg",729-096,Z2P-096,0.0633,0.0,❌ Incorrecto
"dataset/1755867982_0.91_(52, 101, 3)_Z7N-143.jpg",770-143,Z7N-143,0.0543,0.0,❌ Incorrecto
"dataset/1755868027_0.9_(49, 95, 3)_AOH-798.jpg",401798,AOH-798,0.0583,0.0,❌ Incorrecto
"dataset/1755868030_0.9_(131, 138, 3)_AOW-798.jpg",E,AOW-798,0.0542,0.0,❌ Incorrecto
"dataset/1755868034_0.9_(51, 104, 3)_Z8S-813.jpg",,Z8S-813,0.0559,0.0,❌ Incorrecto
"dataset/1755868036_0.9_(48, 100, 3)_Z8L-874.jpg",,Z8L-874,0.0564,0.0,❌ Incorrecto
"dataset/1755868040_0.9_(50, 96, 3)_BHG-267.jpg",B6-267,BHG-267,0.0584,0.0,❌ Incorrecto
"dataset/1755868044_0.91_(50, 97, 3)_D1I-153.jpg",,D1I-153,0.0521,0.0,❌ Incorrecto
"dataset/1755868044_0.91_(53, 102, 3)_D11-153.jpg",,D11-153,0.0532,0.0,❌ Incorrecto
"dataset/1755868058_0.91_(46, 97, 3)_72Y-720.jpg",721-728,72Y-720,0.0561,0.0,❌ Incorrecto
"dataset/1755868062_0.9_(56, 108, 3)_V9F-202.jpg",,V9F-202,0.0555,0.0,❌ Incorrecto
"dataset/1755868068_0.9_(47, 97, 3)_BPW-164.jpg",,BPW-164,0.0580,0.0,❌ Incorrecto
"dataset/1755868072_0.9_(70, 117, 3)_Z7P-666.jpg",,Z7P-666,0.0564,0.0,❌ Incorrecto
"dataset/1755868077_0.9_(47, 95, 3)_Z70-399.jpg",770-399,Z70-399,0.0540,0.0,❌ Incorrecto
"dataset/1755868082_0.91_(49, 98, 3)_Z7W-377.jpg",,Z7W-377,0.0523,0.0,❌ Incorrecto
"dataset/1755868110_0.91_(128, 129, 3)_L5J-714.jpg",E,L5J-714,0.0545,0.0,❌ Incorrecto
"dataset/1755868129_0.91_(45, 95, 3)_V4E-442.jpg",,V4E-442,0.0539,0.0,❌ Incorrecto
"dataset/1755868130_0.9_(49, 101, 3)_14E-442.jpg",4E-642,14E-442,0.0575,0.0,❌ Incorrecto
"dataset/1755868134_0.92_(48, 98, 3)_X3F-317.jpg",,X3F-317,0.0552,0.0,❌ Incorrecto
"dataset/1755868141_0.9_(58, 111, 3)_Z3J-707.jpg",1737707,Z3J-707,0.0549,0.0,❌ Incorrecto
"dataset/1755868148_0.9_(60, 106, 3)_X3H-030.jpg",,X3H-030,0.0517,0.0,❌ Incorrecto
"dataset/1755868151_0.9_(47, 95, 3)_Z7J-697.jpg",,Z7J-697,0.0520,0.0,❌ Incorrecto
"dataset/1755868156_0.9_(49, 92, 3)_AYJ-561.jpg",,AYJ-561,0.0536,0.0,❌ Incorrecto
"dataset/1755868158_0.92_(55, 98, 3)_4YJ-561.jpg",,4YJ-561,0.0559,0.0,❌ Incorrecto
"dataset/1755868169_0.91_(64, 112, 3)_S1B-772.jpg",,S1B-772,0.0544,0.0,❌ Incorrecto
"dataset/1755868213_0.9_(47, 100, 3)_A5E-785.jpg",,A5E-785,0.0514,0.0,❌ Incorrecto
"dataset/1755868214_0.91_(50, 106, 3)_45E-785.jpg",15-78,45E-785,0.0545,0.0,❌ Incorrecto
"dataset/1755868233_0.9_(51, 109, 3)_Z6E-393.jpg",,Z6E-393,0.0508,0.0,❌ Incorrecto
"dataset/1755868237_0.9_(63, 115, 3)_V1H-723.jpg",,V1H-723,0.0539,0.0,❌ Incorrecto
"dataset/1755868252_0.9_(49, 98, 3)_V5B-631.jpg",158-031,V5B-631,0.0532,0.0,❌ Incorrecto
"dataset/1755868316_0.9_(56, 111, 3)_FOB-739.jpg",08-739,FOB-739,0.0522,0.0,❌ Incorrecto
"dataset/1755868367_0.9_(57, 105, 3)_Z4Q-197.jpg",,Z4Q-197,0.0502,0.0,❌ Incorrecto
"dataset/1755868377_0.91_(52, 105, 3)_Z7U-204.jpg",770-204,Z7U-204,0.0527,0.0,❌ Incorrecto
"dataset/1755868390_0.9_(59, 110, 3)_A7V-766.jpg",,A7V-766,0.0514,0.0,❌ Incorrecto
"dataset/1755868410_0.9_(47, 98, 3)_Z3C-760.jpg",,Z3C-760,0.0505,0.0,❌ Incorrecto
"dataset/1755868462_0.9_(51, 102, 3)_V9N-697.jpg",,V9N-697,0.0530,0.0,❌ Incorrecto
"dataset/1755868467_0.91_(46, 93, 3)_V8B-614.jpg",,V8B-614,0.0546,0.0,❌ Incorrecto
"dataset/1755868503_0.91_(50, 98, 3)_Z6L-717.jpg",,Z6L-717,0.0535,0.0,❌ Incorrecto
"dataset/1755868523_0.9_(53, 105, 3)_Z7Z-085.jpg",,Z7Z-085,0.0521,0.0,❌ Incorrecto
"dataset/1755868553_0.9_(51, 109, 3)_B2U-796.jpg",8-7 9 Y,B2U-796,0.0562,0.0,❌ Incorrecto
"dataset/1755868571_0.91_(48, 96, 3)_BRT-304.jpg",,BRT-304,0.0521,0.0,❌ Incorrecto
"dataset/1755868575_0.91_(61, 110, 3)_ATO-102.jpg",A70-102,ATO-102,0.0526,0.0,❌ Incorrecto
"dataset/1755868621_0.9_(56, 104, 3)_BBW-631.jpg",,BBW-631,0.0531,0.0,❌ Incorrecto
"dataset/1755868632_0.91_(44, 95, 3)_A9C-789.jpg",,A9C-789,0.0575,0.0,❌ Incorrecto
"dataset/1755868683_0.9_(51, 101, 3)_Z3C-760.jpg",,Z3C-760,0.0586,0.0,❌ Incorrecto
"dataset/1755868729_0.91_(51, 97, 3)_ICQ-067.jpg",,ICQ-067,0.0526,0.0,❌ Incorrecto
"dataset/1755868766_0.9_(51, 102, 3)_AYA-568.jpg",,AYA-568,0.0527,0.0,❌ Incorrecto
"dataset/1755868769_0.9_(57, 106, 3)_AZH-270.jpg",,AZH-270,0.0518,0.0,❌ Incorrecto
"dataset/1755868815_0.9_(51, 114, 3)_B30-733.jpg",,B30-733,0.0512,0.0,❌ Incorrecto
"dataset/1755868871_0.91_(48, 97, 3)_Z7X-303.jpg",,Z7X-303,0.0523,0.0,❌ Incorrecto
"dataset/1755868919_0.9_(51, 100, 3)_Z4G-081.jpg",,Z4G-081,0.0537,0.0,❌ Incorrecto
"dataset/1755868921_0.91_(61, 107, 3)_X3Y-506.jpg",31-506,X3Y-506,0.0536,0.0,❌ Incorrecto
"dataset/1755868990_0.9_(48, 98, 3)_Z3W-660.jpg",730-060,Z3W-660,0.0521,0.0,❌ Incorrecto
"dataset/1755869368_0.9_(59, 107, 3)_X3R-360.jpg",,X3R-360,0.0515,0.0,❌ Incorrecto
"dataset/1755869377_0.9_(48, 93, 3)_D2R-594.jpg",07A-594,D2R-594,0.0546,0.0,❌ Incorrecto
"dataset/1755869386_0.9_(49, 97, 3)_V7C-801.jpg",,V7C-801,0.0509,0.0,❌ Incorrecto
"dataset/1755869394_0.9_(47, 96, 3)_Z5B-649.jpg",,Z5B-649,0.0528,0.0,❌ Incorrecto
"dataset/1755869505_0.9_(126, 134, 3)_N2X-710.jpg",SET,N2X-710,0.0646,0.0,❌ Incorrecto
"dataset/1755869536_0.91_(52, 103, 3)_Z8S-813.jpg",,Z8S-813,0.0531,0.0,❌ Incorrecto
"dataset/1755869570_0.9_(51, 107, 3)_Z4Q-021.jpg",,Z4Q-021,0.0529,0.0,❌ Incorrecto
"dataset/1755869582_0.91_(65, 116, 3)_Z8M-738.jpg",784-738,Z8M-738,0.0576,0.0,❌ Incorrecto
"dataset/1755869632_0.9_(63, 114, 3)_Z5F-558.jpg",756-558,Z5F-558,0.0557,0.0,❌ Incorrecto
"dataset/1755869679_0.9_(63, 113, 3)_V7C-801.jpg",,V7C-801,0.0526,0.0,❌ Incorrecto
"dataset/1755869713_0.9_(60, 112, 3)_APF-394.jpg",,APF-394,0.0562,0.0,❌ Incorrecto
"dataset/1755870055_0.9_(48, 97, 3)_B2C-509.jpg",,B2C-509,0.0555,0.0,❌ Incorrecto
"dataset/1755870085_0.9_(45, 94, 3)_Z7J-462.jpg",,Z7J-462,0.0519,0.0,❌ Incorrecto
"dataset/1755870135_0.9_(51, 104, 3)_Z4T-372.jpg",,Z4T-372,0.0512,0.0,❌ Incorrecto
"dataset/1755870154_0.91_(48, 105, 3)_Y1L-742.jpg",,Y1L-742,0.0518,0.0,❌ Incorrecto
"dataset/1755870168_0.9_(54, 99, 3)_130-397.jpg",130-307,130-397,0.0542,0.0,❌ Incorrecto
"dataset/1755870182_0.9_(47, 96, 3)_Z5T-688.jpg",751-688,Z5T-688,0.0572,0.0,❌ Incorrecto
"dataset/1755870240_0.9_(58, 108, 3)_Z6K-411.jpg",,Z6K-411,0.0523,0.0,❌ Incorrecto
"dataset/1755870251_0.91_(48, 97, 3)_45K-770.jpg",145K-770,45K-770,0.0522,0.0,❌ Incorrecto
"dataset/1755870281_0.9_(60, 105, 3)_V4F-244.jpg",VAE-244,V4F-244,0.0569,0.0,❌ Incorrecto
"dataset/1755870289_0.91_(47, 92, 3)_Z7C-049.jpg",,Z7C-049,0.0565,0.0,❌ Incorrecto
"dataset/1755870393_0.9_(50, 107, 3)_Y1L-742.jpg",,Y1L-742,0.0525,0.0,❌ Incorrecto
"dataset/1755870444_0.91_(48, 97, 3)_ACL-585.jpg",ACL-585,ACL-585,0.0592,100.0,✅ Correcto
"dataset/1755870523_0.91_(50, 102, 3)_Z51-804.jpg",751-804,Z51-804,0.0532,0.0,❌ Incorrecto
"dataset/1755870633_0.9_(49, 99, 3)_Z8C-747.jpg",780-747,Z8C-747,0.0557,0.0,❌ Incorrecto
"dataset/1755870662_0.91_(48, 96, 3)_AOT-720.jpg",01-720,AOT-720,0.0549,0.0,❌ Incorrecto
"dataset/1755870687_0.91_(67, 124, 3)_CDL-482.jpg",,CDL-482,0.0514,0.0,❌ Incorrecto
"dataset/1755870769_0.9_(49, 99, 3)_Z7W-377.jpg",,Z7W-377,0.0515,0.0,❌ Incorrecto
